,stop_sequence,trip_id,stop_id,stop_name,stop_lat,stop_lon,elevation
1296,17,JG_B2-Weekday-028500_B9_201,307071.0,60 ST/FT HAMILTON PKY,40.632839,-74.005321,18.0
1297,18,JG_B2-Weekday-028500_B9_201,307201.0,60 ST/11 AV,40.63125,-74.002673,19.0
1298,19,JG_B2-Weekday-028500_B9_201,300934.0,60 ST/12 AV,40.629927,-74.000479,21.0
1299,20,JG_B2-Weekday-028500_B9_201,300935.0,60 ST/13 AV,40.628862,-73.99871,17.0
1300,21,JG_B2-Weekday-028500_B9_201,300936.0,60 ST/14 AV,40.627212,-73.99599,14.0
1301,22,JG_B2-Weekday-028500_B9_201,300937.0,60 ST/15 AV,40.625925,-73.993854,16.0
1302,23,JG_B2-Weekday-028500_B9_201,300938.0,60 ST/16 AV,40.624591,-73.991653,16.0
1303,24,JG_B2-Weekday-028500_B9_201,307702.0,60 ST/17 AV,40.623125,-73.989229,14.0
1304,25,JG_B2-Weekday-028500_B9_201,300940.0,60 ST/18 AV,40.621777,-73.986992,15.0
1305,26,JG_B2-Weekday-028500_B9_201,307194.0,60 ST/19 AV,40.620473,-73.984831,14.0
1306,27,JG_B2-Weekday-028500_B9_201,300942.0,60 ST/20 AV,40.619116,-73.98258,12.0
1307,28,JG_B2-Weekday-028500_B9_201,307195.0,60 ST/21 AV,40.617821,-73.980448,10.0
1308,29,JG_B2-Weekday-028500_B9_201,300944.0,60 ST/BAY PKY,40.616426,-73.978136,11.0
1309,30,JG_B2-Weekday-028500_B9_201,300945.0,60 ST/23 AV,40.615377,-73.976386,8.0
1310,31,JG_B2-Weekday-028500_B9_201,307945.0,AV N/MC DONALD AV,40.614018,-73.973548,11.0
1311,32,JG_B2-Weekday-028500_B9_201,306819.0,AV N/E 3 ST,40.614245,-73.97147,10.0
1312,33,JG_B2-Weekday-028500_B9_201,307625.0,AV N/E 5 ST,40.614385,-73.970145,14.0
1313,34,JG_B2-Weekday-028500_B9_201,300950.0,OCEAN PKY S/AV M,40.616909,-73.968976,13.0
1314,35,JG_B2-Weekday-028500_B9_201,300952.0,AV M/E 9 ST,40.61735,-73.965392,11.0
1315,36,JG_B2-Weekday-028500_B9_201,307111.0,AV M/CONEY ISLAND AV,40.617504,-73.963987,17.0
1316,37,JG_B2-Weekday-028500_B9_201,307832.0,AV M/E 13 ST,40.617723,-73.961988,11.0
1317,38,JG_B2-Weekday-028500_B9_201,307838.0,AV M/E 15 ST,40.618013,-73.959211,11.0
1318,39,JG_B2-Weekday-028500_B9_201,300956.0,AV M/E 18 ST,40.618294,-73.956808,12.0
1319,40,JG_B2-Weekday-028500_B9_201,300957.0,OCEAN AV/AV M,40.618887,-73.954963,12.0
1320,41,JG_B2-Weekday-028500_B9_201,300958.0,AV L/OCEAN AV,40.620931,-73.95503,13.0
1321,42,JG_B2-Weekday-028500_B9_201,300959.0,AV L/E 22 ST,40.621137,-73.953146,10.0
1322,43,JG_B2-Weekday-028500_B9_201,306830.0,AV L/BEDFORD AV,40.621443,-73.950365,10.0
1323,44,JG_B2-Weekday-028500_B9_201,300962.0,AV L/E 28 ST,40.621754,-73.947519,11.0
1324,45,JG_B2-Weekday-028500_B9_201,300963.0,AV L/NOSTRAND AV,40.621976,-73.945523,11.0
1325,46,JG_B2-Weekday-028500_B9_201,306782.0,AV L/NEW YORK AV,40.622276,-73.94276,7.0
1326,47,JG_B2-Weekday-028500_B9_201,300966.0,AV L/E 36 ST,40.622593,-73.939914,4.0
1327,48,JG_B2-Weekday-028500_B9_201,307199.0,AV L/FLATBUSH AV,40.622875,-73.937349,9.0
1328,49,JG_B2-Weekday-028500_B9_201,,,,,
1329,50,JG_B2-Weekday-028500_B9_201,,,,,
1330,51,JG_B2-Weekday-028500_B9_201,,,,,
1331,52,JG_B2-Weekday-028500_B9_201,,,,,
1332,53,JG_B2-Weekday-028500_B9_201,,,,,
1333,54,JG_B2-Weekday-028500_B9_201,,,,,
1334,55,JG_B2-Weekday-028500_B9_201,,,,,
1335,56,JG_B2-Weekday-028500_B9_201,,,,,
1336,57,JG_B2-Weekday-028500_B9_201,,,,,
1337,58,JG_B2-Weekday-028500_B9_201,,,,,
1338,59,JG_B2-Weekday-028500_B9_201,,,,,
1339,60,JG_B2-Weekday-028500_B9_201,,,,,
1340,61,JG_B2-Weekday-028500_B9_201,,,,,
1341,62,JG_B2-Weekday-028500_B9_201,,,,,
1342,63,JG_B2-Weekday-028500_B9_201,,,,,
1343,64,JG_B2-Weekday-028500_B9_201,,,,,
1344,65,JG_B2-Weekday-028500_B9_201,,,,,
1345,66,JG_B2-Weekday-028500_B9_201,,,,,
1346,67,JG_B2-Weekday-028500_B9_201,,,,,
1347,68,JG_B2-Weekday-028500_B9_201,,,,,
1348,69,JG_B2-Weekday-028500_B9_201,,,,,
1349,70,JG_B2-Weekday-028500_B9_201,,,,,
1350,71,JG_B2-Weekday-028500_B9_201,,,,,
1351,72,JG_B2-Weekday-028500_B9_201,,,,,
1352,73,JG_B2-Weekday-028500_B9_201,,,,,
1353,74,JG_B2-Weekday-028500_B9_201,,,,,
1354,75,JG_B2-Weekday-028500_B9_201,,,,,
1355,76,JG_B2-Weekday-028500_B9_201,,,,,
1356,77,JG_B2-Weekday-028500_B9_201,,,,,
1357,78,JG_B2-Weekday-028500_B9_201,,,,,
1358,79,JG_B2-Weekday-028500_B9_201,,,,,
1359,80,JG_B2-Weekday-028500_B9_201,,,,,
1360,1,JG_B2-Weekday-029200_B11_301,307839.0,FLATBUSH AV/E 31 ST,40.631992,-73.946701,12.0
1361,2,JG_B2-Weekday-029200_B11_301,300636.0,GLENWOOD RD/FLATBUSH AV,40.634494,-73.949624,7.0
1362,3,JG_B2-Weekday-029200_B11_301,300637.0,GLENWOOD RD/AMERSFORT PL,40.633685,-73.951228,16.0
1363,4,JG_B2-Weekday-029200_B11_301,300638.0,BEDFORD AV/GLENWOOD RD,40.633085,-73.953001,15.0
1364,5,JG_B2-Weekday-029200_B11_301,306340.0,BEDFORD AV/CAMPUS ROAD,40.631963,-73.952858,15.0
1365,6,JG_B2-Weekday-029200_B11_301,300640.0,BEDFORD AV/AV I,40.628336,-73.952097,10.0
1366,7,JG_B2-Weekday-029200_B11_301,300641.0,BEDFORD AV/AV J,40.626359,-73.951727,10.0
1367,8,JG_B2-Weekday-029200_B11_301,307477.0,AV J/E 23 ST,40.626067,-73.953899,13.0
1368,9,JG_B2-Weekday-029200_B11_301,307478.0,AV J/OCEAN AV,40.625771,-73.956562,14.0
1369,10,JG_B2-Weekday-029200_B11_301,307479.0,AV J/E 18 ST,40.625517,-73.958932,14.0
1370,11,JG_B2-Weekday-029200_B11_301,308576.0,AV J/E 15 ST,40.625251,-73.961285,13.0
1371,12,JG_B2-Weekday-029200_B11_301,307482.0,AV J/CONEY ISLAND AV,40.624846,-73.964992,15.0
1372,13,JG_B2-Weekday-029200_B11_301,306446.0,AV I/CONEY ISLAND AV,40.627163,-73.966118,13.0
1373,14,JG_B2-Weekday-029200_B11_301,301279.0,AV I/E 9 ST,40.626961,-73.96797,15.0
1374,15,JG_B2-Weekday-029200_B11_301,301280.0,AV I/E 7 ST,40.626744,-73.969973,14.0
1375,16,JG_B2-Weekday-029200_B11_301,301281.0,AV I/OCEAN PY,40.626558,-73.971627,17.0
1376,17,JG_B2-Weekday-029200_B11_301,301282.0,AV I/E 3 ST,40.626232,-73.974581,16.0
1377,18,JG_B2-Weekday-029200_B11_301,301283.0,AV I/MC DONALD AV,40.62606,-73.976073,15.0
1378,19,JG_B2-Weekday-029200_B11_301,308069.0,PARKVILLE AV/MCDONALD AV,40.628214,-73.977153,16.0
1379,20,JG_B2-Weekday-029200_B11_301,300891.0,18 AV/47 ST,40.629261,-73.980171,17.0
1380,21,JG_B2-Weekday-029200_B11_301,301286.0,49 ST/18 AV,40.628542,-73.981288,17.0
1381,22,JG_B2-Weekday-029200_B11_301,301287.0,49 ST/17 AV,40.62978,-73.983334,19.0
1382,23,JG_B2-Weekday-029200_B11_301,301288.0,49 ST/16 AV,40.631241,-73.985751,19.0
1383,24,JG_B2-Weekday-029200_B11_301,301289.0,49 ST/15 AV,40.632558,-73.988008,22.0
1384,25,JG_B2-Weekday-029200_B11_301,301290.0,49 ST/14 AV,40.633931,-73.990207,20.0
1385,26,JG_B2-Weekday-029200_B11_301,306943.0,49 ST/13 AV,40.63529,-73.992473,19.0
1386,27,JG_B2-Weekday-029200_B11_301,301292.0,49 ST/NEW UTRECHT AV,40.636566,-73.994628,22.0
1387,28,JG_B2-Weekday-029200_B11_301,301293.0,49 ST/11 AV,40.637898,-73.996775,29.0
1388,29,JG_B2-Weekday-029200_B11_301,301295.0,49 ST/10 AV,40.638943,-73.998559,37.0
1389,30,JG_B2-Weekday-029200_B11_301,301296.0,49 ST/9 AV,40.640598,-74.00125,36.0
1390,31,JG_B2-Weekday-029200_B11_301,301297.0,49 ST/8 AV,40.641916,-74.003423,41.0
1391,32,JG_B2-Weekday-029200_B11_301,301298.0,49 ST/7 AV,40.643231,-74.00561,44.0
1392,33,JG_B2-Weekday-029200_B11_301,306582.0,49 ST/6 AV,40.64452,-74.007747,50.0
1393,34,JG_B2-Weekday-029200_B11_301,306583.0,49 ST/5 AV,40.645904,-74.010039,34.0
1394,35,JG_B2-Weekday-029200_B11_301,306584.0,49 ST/4 AV,40.646977,-74.011809,27.0
1395,36,JG_B2-Weekday-029200_B11_301,306585.0,4 AV/53 ST,40.644586,-74.014745,23.0
1396,37,JG_B2-Weekday-029200_B11_301,306586.0,55 ST/4 AV,40.643968,-74.015884,23.0
1397,38,JG_B2-Weekday-029200_B11_301,306587.0,55 ST/3 AV,40.645177,-74.017972,21.0
1398,39,JG_B2-Weekday-029200_B11_301,307538.0,55 ST/2 AV,40.646232,-74.019643,16.0
1399,40,JG_B2-Weekday-029200_B11_301,307585.0,53 ST/2 AV,40.647571,-74.018922,16.0
1400,41,JG_B2-Weekday-029200_B11_301,308342.0,53 ST/1 AV,40.648691,-74.020762,10.0
1401,42,JG_B2-Weekday-029200_B11_301,302028.0,1 AV / 56 ST,40.647049,-74.022685,12.0
1402,43,JG_B2-Weekday-029200_B11_301,901083.0,58 ST/1 AV,40.645616,-74.023524,15.0
1403,44,JG_B2-Weekday-029200_B11_301,,,,,
1404,45,JG_B2-Weekday-029200_B11_301,,,,,
1405,46,JG_B2-Weekday-029200_B11_301,,,,,
1406,47,JG_B2-Weekday-029200_B11_301,,,,,
1407,48,JG_B2-Weekday-029200_B11_301,,,,,
1408,49,JG_B2-Weekday-029200_B11_301,,,,,
1409,50,JG_B2-Weekday-029200_B11_301,,,,,
1410,51,JG_B2-Weekday-029200_B11_301,,,,,
1411,52,JG_B2-Weekday-029200_B11_301,,,,,
1412,53,JG_B2-Weekday-029200_B11_301,,,,,
1413,54,JG_B2-Weekday-029200_B11_301,,,,,
1414,55,JG_B2-Weekday-029200_B11_301,,,,,
1415,56,JG_B2-Weekday-029200_B11_301,,,,,
1416,57,JG_B2-Weekday-029200_B11_301,,,,,
1417,58,JG_B2-Weekday-029200_B11_301,,,,,
1418,59,JG_B2-Weekday-029200_B11_301,,,,,
1419,60,JG_B2-Weekday-029200_B11_301,,,,,
1420,61,JG_B2-Weekday-029200_B11_301,,,,,
1421,62,JG_B2-Weekday-029200_B11_301,,,,,
1422,63,JG_B2-Weekday-029200_B11_301,,,,,
1423,64,JG_B2-Weekday-029200_B11_301,,,,,
1424,65,JG_B2-Weekday-029200_B11_301,,,,,
1425,66,JG_B2-Weekday-029200_B11_301,,,,,
1426,67,JG_B2-Weekday-029200_B11_301,,,,,
1427,68,JG_B2-Weekday-029200_B11_301,,,,,
1428,69,JG_B2-Weekday-029200_B11_301,,,,,
1429,70,JG_B2-Weekday-029200_B11_301,,,,,
1430,71,JG_B2-Weekday-029200_B11_301,,,,,
1431,72,JG_B2-Weekday-029200_B11_301,,,,,
1432,73,JG_B2-Weekday-029200_B11_301,,,,,
1433,74,JG_B2-Weekday-029200_B11_301,,,,,
1434,75,JG_B2-Weekday-029200_B11_301,,,,,
1435,76,JG_B2-Weekday-029200_B11_301,,,,,
1436,77,JG_B2-Weekday-029200_B11_301,,,,,
1437,78,JG_B2-Weekday-029200_B11_301,,,,,
1438,79,JG_B2-Weekday-029200_B11_301,,,,,
1439,80,JG_B2-Weekday-029200_B11_301,,,,,
1440,1,JG_B2-Weekday-030000_B37_601,301602.0,SHORE RD/4 AV,40.611761,-74.03512,15.0
1441,2,JG_B2-Weekday-030000_B37_601,301722.0,3 AV/MARINE AV,40.614823,-74.034585,21.0
1442,3,JG_B2-Weekday-030000_B37_601,302873.0,3 AV/97 ST,40.61608,-74.034025,21.0
1443,4,JG_B2-Weekday-030000_B37_601,302874.0,3 AV/94 ST,40.61779,-74.033272,25.0
1444,5,JG_B2-Weekday-030000_B37_601,302875.0,3 AV/92 ST,40.619821,-74.032448,27.0
1445,6,JG_B2-Weekday-030000_B37_601,302876.0,3 AV/90 ST,40.620906,-74.032002,25.0
1446,7,JG_B2-Weekday-030000_B37_601,302877.0,3 AV/88 ST,40.622314,-74.031433,25.0
1447,8,JG_B2-Weekday-030000_B37_601,302878.0,3 AV/86 ST,40.623772,-74.030832,26.0
1448,9,JG_B2-Weekday-030000_B37_601,308254.0,3 AV/82 ST,40.62627,-74.029832,26.0
1449,10,JG_B2-Weekday-030000_B37_601,302881.0,3 AV/80 ST,40.628104,-74.029112,24.0
1450,11,JG_B2-Weekday-030000_B37_601,302882.0,3 AV/78 ST,40.62957,-74.028528,25.0
1451,12,JG_B2-Weekday-030000_B37_601,302883.0,3 AV/BAY RIDGE PY,40.631727,-74.027597,29.0
1452,13,JG_B2-Weekday-030000_B37_601,308255.0,3 AV/72 ST,40.634093,-74.02664,27.0
1453,14,JG_B2-Weekday-030000_B37_601,300922.0,3 AV/BAY RIDGE AV,40.636042,-74.025826,26.0
1454,15,JG_B2-Weekday-030000_B37_601,307078.0,3 AV/SENATOR ST,40.637425,-74.025268,26.0
1455,16,JG_B2-Weekday-030000_B37_601,300924.0,3 AV/65 ST,40.639222,-74.02359,17.0
1456,17,JG_B2-Weekday-030000_B37_601,302889.0,3 AV/60 ST,40.641835,-74.02029,26.0
1457,18,JG_B2-Weekday-030000_B37_601,302890.0,3 AV/58 ST,40.643303,-74.018763,26.0
1458,19,JG_B2-Weekday-030000_B37_601,302891.0,3 AV/56 ST,40.644445,-74.01764,21.0
1459,20,JG_B2-Weekday-030000_B37_601,302892.0,3 AV/53 ST,40.646085,-74.015964,17.0
1460,21,JG_B2-Weekday-030000_B37_601,302894.0,3 AV/50 ST,40.647693,-74.014261,21.0
1461,22,JG_B2-Weekday-030000_B37_601,901480.0,3 AV/47 ST,40.649305,-74.012605,15.0
1462,23,JG_B2-Weekday-030000_B37_601,302897.0,3 AV/44 ST,40.651163,-74.010613,13.0
1463,24,JG_B2-Weekday-030000_B37_601,302898.0,3 AV/42 ST,40.652266,-74.009453,12.0
1464,25,JG_B2-Weekday-030000_B37_601,302899.0,3 AV/39 ST,40.653657,-74.008061,9.0
1465,26,JG_B2-Weekday-030000_B37_601,302900.0,3 AV/37 ST,40.65504,-74.006608,11.0
1466,27,JG_B2-Weekday-030000_B37_601,901481.0,3 AV/34 ST,40.656594,-74.005037,15.0
1467,28,JG_B2-Weekday-030000_B37_601,302903.0,3 AV/30 ST,40.659027,-74.002493,14.0
1468,29,JG_B2-Weekday-030000_B37_601,302905.0,3 AV/26 ST,40.660929,-74.000461,6.0
1469,30,JG_B2-Weekday-030000_B37_601,308257.0,3 AV/23 ST,40.66316,-73.998136,5.0
1470,31,JG_B2-Weekday-030000_B37_601,302908.0,3 AV/20 ST,40.664599,-73.996633,4.0
1471,32,JG_B2-Weekday-030000_B37_601,308258.0,3 AV/15 ST,40.667736,-73.994034,6.0
1472,33,JG_B2-Weekday-030000_B37_601,901482.0,3 AV/12 ST,40.669517,-73.992558,9.0
1473,34,JG_B2-Weekday-030000_B37_601,801173.0,3 AV/8 ST,40.671946,-73.9905,7.0
1474,35,JG_B2-Weekday-030000_B37_601,302914.0,3 AV/6 ST,40.673516,-73.989181,6.0
1475,36,JG_B2-Weekday-030000_B37_601,302915.0,3 AV/3 ST,40.675344,-73.987656,5.0
1476,37,JG_B2-Weekday-030000_B37_601,302916.0,3 AV/CARROLL ST,40.677323,-73.986015,7.0
1477,38,JG_B2-Weekday-030000_B37_601,302917.0,3 AV/UNION ST,40.678593,-73.985157,4.0
1478,39,JG_B2-Weekday-030000_B37_601,302918.0,3 AV/DOUGLAS ST,40.68013,-73.984111,9.0
1479,40,JG_B2-Weekday-030000_B37_601,308259.0,3 AV/BALTIC ST,40.681731,-73.983002,9.0
1480,41,JG_B2-Weekday-030000_B37_601,308260.0,3 AV/BERGEN ST,40.683945,-73.981543,15.0
1481,42,JG_B2-Weekday-030000_B37_601,305412.0,ATLANTIC AV/4 AV,40.684422,-73.978557,19.0
1482,43,JG_B2-Weekday-030000_B37_601,801172.0,4 AV/DEAN ST,40.68353,-73.979074,19.0
1483,44,JG_B2-Weekday-030000_B37_601,,,,,
1484,45,JG_B2-Weekday-030000_B37_601,,,,,
1485,46,JG_B2-Weekday-030000_B37_601,,,,,
1486,47,JG_B2-Weekday-030000_B37_601,,,,,
1487,48,JG_B2-Weekday-030000_B37_601,,,,,
1488,49,JG_B2-Weekday-030000_B37_601,,,,,
1489,50,JG_B2-Weekday-030000_B37_601,,,,,
1490,51,JG_B2-Weekday-030000_B37_601,,,,,
1491,52,JG_B2-Weekday-030000_B37_601,,,,,
1492,53,JG_B2-Weekday-030000_B37_601,,,,,
1493,54,JG_B2-Weekday-030000_B37_601,,,,,
1494,55,JG_B2-Weekday-030000_B37_601,,,,,
1495,56,JG_B2-Weekday-030000_B37_601,,,,,
1496,57,JG_B2-Weekday-030000_B37_601,,,,,
1497,58,JG_B2-Weekday-030000_B37_601,,,,,
1498,59,JG_B2-Weekday-030000_B37_601,,,,,
1499,60,JG_B2-Weekday-030000_B37_601,,,,,
1500,61,JG_B2-Weekday-030000_B37_601,,,,,
1501,62,JG_B2-Weekday-030000_B37_601,,,,,
1502,63,JG_B2-Weekday-030000_B37_601,,,,,
1503,64,JG_B2-Weekday-030000_B37_601,,,,,
1504,65,JG_B2-Weekday-030000_B37_601,,,,,
1505,66,JG_B2-Weekday-030000_B37_601,,,,,
1506,67,JG_B2-Weekday-030000_B37_601,,,,,
1507,68,JG_B2-Weekday-030000_B37_601,,,,,
1508,69,JG_B2-Weekday-030000_B37_601,,,,,
1509,70,JG_B2-Weekday-030000_B37_601,,,,,
1510,71,JG_B2-Weekday-030000_B37_601,,,,,
1511,72,JG_B2-Weekday-030000_B37_601,,,,,
1512,73,JG_B2-Weekday-030000_B37_601,,,,,
1513,74,JG_B2-Weekday-030000_B37_601,,,,,
1514,75,JG_B2-Weekday-030000_B37_601,,,,,
1515,76,JG_B2-Weekday-030000_B37_601,,,,,
1516,77,JG_B2-Weekday-030000_B37_601,,,,,
1517,78,JG_B2-Weekday-030000_B37_601,,,,,
1518,79,JG_B2-Weekday-030000_B37_601,,,,,
1519,80,JG_B2-Weekday-030000_B37_601,,,,,
1520,1,JG_B2-Weekday-030000_B37_602,308570.0,4 AV/DEAN ST,40.683264,-73.979275,10.0
1521,2,JG_B2-Weekday-030000_B37_602,901485.0,3 AV/WARREN ST,40.681953,-73.983075,9.0
1522,3,JG_B2-Weekday-030000_B37_602,302955.0,3 AV/BUTLER ST,40.680635,-73.983974,9.0
1523,4,JG_B2-Weekday-030000_B37_602,302956.0,3 AV/DE GRAW ST,40.679356,-73.984843,9.0
1524,5,JG_B2-Weekday-030000_B37_602,302957.0,3 AV/UNION ST,40.67811,-73.985687,7.0
1525,6,JG_B2-Weekday-030000_B37_602,308263.0,3 AV/3 ST,40.67522,-73.988009,5.0
1526,7,JG_B2-Weekday-030000_B37_602,302960.0,3 AV/6 ST,40.67339,-73.989538,6.0
1527,8,JG_B2-Weekday-030000_B37_602,308746.0,3 AV/10 ST,40.67095,-73.991492,7.0
1528,9,JG_B2-Weekday-030000_B37_602,302962.0,3 AV/12 ST,40.66944,-73.992837,9.0
1529,10,JG_B2-Weekday-030000_B37_602,302963.0,3 AV/14 ST,40.668252,-73.993832,6.0
1530,11,JG_B2-Weekday-030000_B37_602,308747.0,3 AV/21 ST,40.66413,-73.997764,10.0
1531,12,JG_B2-Weekday-030000_B37_602,901488.0,3 AV/25 ST,40.661855,-74.000114,6.0
1532,13,JG_B2-Weekday-030000_B37_602,302971.0,3 AV/29 ST,40.659285,-74.002776,14.0
1533,14,JG_B2-Weekday-030000_B37_602,302973.0,3 AV/33 ST,40.657099,-74.005049,15.0
1534,15,JG_B2-Weekday-030000_B37_602,302975.0,3 AV/37 ST,40.655125,-74.007095,11.0
1535,16,JG_B2-Weekday-030000_B37_602,302976.0,3 AV/39 ST,40.653692,-74.008621,12.0
1536,17,JG_B2-Weekday-030000_B37_602,901464.0,3 AV/41 ST,40.652726,-74.009618,12.0
1537,18,JG_B2-Weekday-030000_B37_602,302978.0,3 AV/43 ST,40.651498,-74.010925,13.0
1538,19,JG_B2-Weekday-030000_B37_602,308179.0,3 AV/46 ST,40.650093,-74.012343,13.0
1539,20,JG_B2-Weekday-030000_B37_602,302981.0,3 AV/49 ST,40.648157,-74.014436,15.0
1540,21,JG_B2-Weekday-030000_B37_602,308280.0,3 AV/52 ST,40.646731,-74.015853,17.0
1541,22,JG_B2-Weekday-030000_B37_602,302985.0,3 AV/55 ST,40.644916,-74.017782,21.0
1542,23,JG_B2-Weekday-030000_B37_602,901491.0,3 AV/58 ST,40.643436,-74.019373,26.0
1543,24,JG_B2-Weekday-030000_B37_602,308749.0,3 AV/61 ST,40.641376,-74.021488,19.0
1544,25,JG_B2-Weekday-030000_B37_602,301016.0,3 AV/65 ST,40.63926,-74.023651,17.0
1545,26,JG_B2-Weekday-030000_B37_602,301017.0,3 AV/SENATOR ST,40.636896,-74.025664,26.0
1546,27,JG_B2-Weekday-030000_B37_602,302992.0,3 AV/BAY RIDGE AV,40.635506,-74.026182,26.0
1547,28,JG_B2-Weekday-030000_B37_602,308266.0,3 AV/72 ST,40.633684,-74.026925,27.0
1548,29,JG_B2-Weekday-030000_B37_602,302995.0,3 AV/BAY RIDGE PY,40.631595,-74.027794,29.0
1549,30,JG_B2-Weekday-030000_B37_602,302996.0,3 AV/77 ST,40.629867,-74.028497,25.0
1550,31,JG_B2-Weekday-030000_B37_602,308267.0,3 AV/80 ST,40.62804,-74.029261,21.0
1551,32,JG_B2-Weekday-030000_B37_602,302999.0,3 AV/83 ST,40.62593,-74.030123,26.0
1552,33,JG_B2-Weekday-030000_B37_602,303000.0,3 AV/86 ST,40.623355,-74.031131,26.0
1553,34,JG_B2-Weekday-030000_B37_602,308268.0,3 AV/89 ST,40.621144,-74.032088,25.0
1554,35,JG_B2-Weekday-030000_B37_602,303003.0,3 AV/92 ST,40.619129,-74.03298,27.0
1555,36,JG_B2-Weekday-030000_B37_602,308269.0,3 AV/95 ST,40.616997,-74.033765,21.0
1556,37,JG_B2-Weekday-030000_B37_602,901492.0,3 AV/97 ST,40.615509,-74.034401,21.0
1557,38,JG_B2-Weekday-030000_B37_602,301724.0,4 AV/99 ST,40.613509,-74.03312,16.0
1558,39,JG_B2-Weekday-030000_B37_602,301725.0,4 AV/100 ST,40.612591,-74.033902,18.0
1559,40,JG_B2-Weekday-030000_B37_602,901445.0,SHORE RD/4 AV,40.611716,-74.035076,15.0
1560,41,JG_B2-Weekday-030000_B37_602,,,,,
1561,42,JG_B2-Weekday-030000_B37_602,,,,,
1562,43,JG_B2-Weekday-030000_B37_602,,,,,
1563,44,JG_B2-Weekday-030000_B37_602,,,,,
1564,45,JG_B2-Weekday-030000_B37_602,,,,,
1565,46,JG_B2-Weekday-030000_B37_602,,,,,
1566,47,JG_B2-Weekday-030000_B37_602,,,,,
1567,48,JG_B2-Weekday-030000_B37_602,,,,,
1568,49,JG_B2-Weekday-030000_B37_602,,,,,
1569,50,JG_B2-Weekday-030000_B37_602,,,,,
1570,51,JG_B2-Weekday-030000_B37_602,,,,,
1571,52,JG_B2-Weekday-030000_B37_602,,,,,
1572,53,JG_B2-Weekday-030000_B37_602,,,,,
1573,54,JG_B2-Weekday-030000_B37_602,,,,,
1574,55,JG_B2-Weekday-030000_B37_602,,,,,
1575,56,JG_B2-Weekday-030000_B37_602,,,,,
1576,57,JG_B2-Weekday-030000_B37_602,,,,,
1577,58,JG_B2-Weekday-030000_B37_602,,,,,
1578,59,JG_B2-Weekday-030000_B37_602,,,,,
1579,60,JG_B2-Weekday-030000_B37_602,,,,,
1580,61,JG_B2-Weekday-030000_B37_602,,,,,
1581,62,JG_B2-Weekday-030000_B37_602,,,,,
1582,63,JG_B2-Weekday-030000_B37_602,,,,,
1583,64,JG_B2-Weekday-030000_B37_602,,,,,
1584,65,JG_B2-Weekday-030000_B37_602,,,,,
1585,66,JG_B2-Weekday-030000_B37_602,,,,,
1586,67,JG_B2-Weekday-030000_B37_602,,,,,
1587,68,JG_B2-Weekday-030000_B37_602,,,,,
1588,69,JG_B2-Weekday-030000_B37_602,,,,,
1589,70,JG_B2-Weekday-030000_B37_602,,,,,
1590,71,JG_B2-Weekday-030000_B37_602,,,,,
1591,72,JG_B2-Weekday-030000_B37_602,,,,,
1592,73,JG_B2-Weekday-030000_B37_602,,,,,
1593,74,JG_B2-Weekday-030000_B37_602,,,,,
1594,75,JG_B2-Weekday-030000_B37_602,,,,,
1595,76,JG_B2-Weekday-030000_B37_602,,,,,
1596,77,JG_B2-Weekday-030000_B37_602,,,,,
1597,78,JG_B2-Weekday-030000_B37_602,,,,,
1598,79,JG_B2-Weekday-030000_B37_602,,,,,
1599,80,JG_B2-Weekday-030000_B37_602,,,,,
1600,1,JG_B2-Weekday-031500_B43_451,308074.0,LINCOLN RD/FLATBUSH AV,40.660843,-73.961463,26.0
1601,2,JG_B2-Weekday-031500_B43_451,307643.0,OCEAN AV/LINCOLN RD,40.660149,-73.962861,28.0
1602,3,JG_B2-Weekday-031500_B43_451,307644.0,OCEAN AV/OPP 231 OCEAN AV,40.65739,-73.962405,20.0
1603,4,JG_B2-Weekday-031500_B43_451,307645.0,OCEAN AV/PARKSIDE AV,40.654503,-73.961946,22.0
1604,5,JG_B2-Weekday-031500_B43_451,301663.0,OCEAN AV/CATON AV,40.652293,-73.961525,24.0
1605,6,JG_B2-Weekday-031500_B43_451,301664.0,CATON AV/ST PAULS PL,40.651443,-73.96341,24.0
1606,7,JG_B2-Weekday-031500_B43_451,301665.0,CATON AV/PARADE PL,40.650779,-73.965097,15.0
1607,8,JG_B2-Weekday-031500_B43_451,301667.0,CATON AV/ARGYLE RD,40.649526,-73.968251,17.0
1608,9,JG_B2-Weekday-031500_B43_451,301669.0,CATON AV/CONEY ISLAND AV,40.648349,-73.971236,20.0
1609,10,JG_B2-Weekday-031500_B43_451,301671.0,CATON AV/OCEAN PY,40.647839,-73.974537,18.0
1610,11,JG_B2-Weekday-031500_B43_451,301672.0,CATON AV/E 5 ST,40.647752,-73.976731,20.0
1611,12,JG_B2-Weekday-031500_B43_451,301673.0,CATON AV/E 3 ST,40.647563,-73.978551,17.0
1612,13,JG_B2-Weekday-031500_B43_451,301674.0,CATON AV/MC DONALD AV,40.64739,-73.980133,21.0
1613,14,JG_B2-Weekday-031500_B43_451,301675.0,DAHILL RD/12 AV,40.64585,-73.981164,21.0
1614,15,JG_B2-Weekday-031500_B43_451,301676.0,12 AV/CHESTER AV,40.644382,-73.98475,23.0
1615,16,JG_B2-Weekday-031500_B43_451,301677.0,37 ST/12 AV,40.642846,-73.987053,21.0
